"","image_name","ground_truth_mask_name","cell_count","blur_level","stain"
"1199","SIMCEPImages_H24_C100_F23_s25_w1","SIMCEPImages_A24_C100_F1_s25_w1","100","23","1"
"1200","SIMCEPImages_H24_C100_F23_s25_w2","SIMCEPImages_A24_C100_F1_s25_w2","100","23","2"
"1201","SIMCEPImages_P01_C1_F48_s01_w1","SIMCEPImages_A01_C1_F1_s01_w1","1","48","1"
"1202","SIMCEPImages_P01_C1_F48_s01_w2","SIMCEPImages_A01_C1_F1_s01_w2","1","48","2"
"1203","SIMCEPImages_P01_C1_F48_s02_w1","SIMCEPImages_A01_C1_F1_s02_w1","1","48","1"
"1204","SIMCEPImages_P01_C1_F48_s02_w2","SIMCEPImages_A01_C1_F1_s02_w2","1","48","2"
"1205","SIMCEPImages_P01_C1_F48_s03_w1","SIMCEPImages_A01_C1_F1_s03_w1","1","48","1"
"1206","SIMCEPImages_P01_C1_F48_s03_w2","SIMCEPImages_A01_C1_F1_s03_w2","1","48","2"
"1207","SIMCEPImages_P01_C1_F48_s04_w1","SIMCEPImages_A01_C1_F1_s04_w1","1","48","1"
"1208","SIMCEPImages_P01_C1_F48_s04_w2","SIMCEPImages_A01_C1_F1_s04_w2","1","48","2"
"1209","SIMCEPImages_P01_C1_F48_s05_w1","SIMCEPImages_A01_C1_F1_s05_w1","1","48","1"
"1210","SIMCEPImages_P01_C1_F48_s05_w2","SIMCEPImages_A01_C1_F1_s05_w2","1","48","2"
"1211","SIMCEPImages_P01_C1_F48_s06_w1","SIMCEPImages_A01_C1_F1_s06_w1","1","48","1"
"1212","SIMCEPImages_P01_C1_F48_s06_w2","SIMCEPImages_A01_C1_F1_s06_w2","1","48","2"
"1213","SIMCEPImages_P01_C1_F48_s07_w1","SIMCEPImages_A01_C1_F1_s07_w1","1","48","1"
"1214","SIMCEPImages_P01_C1_F48_s07_w2","SIMCEPImages_A01_C1_F1_s07_w2","1","48","2"
"1215","SIMCEPImages_P01_C1_F48_s08_w1","SIMCEPImages_A01_C1_F1_s08_w1","1","48","1"
"1216","SIMCEPImages_P01_C1_F48_s08_w2","SIMCEPImages_A01_C1_F1_s08_w2","1","48","2"
"1217","SIMCEPImages_P01_C1_F48_s09_w1","SIMCEPImages_A01_C1_F1_s09_w1","1","48","1"
"1218","SIMCEPImages_P01_C1_F48_s09_w2","SIMCEPImages_A01_C1_F1_s09_w2","1","48","2"
"1219","SIMCEPImages_P01_C1_F48_s10_w1","SIMCEPImages_A01_C1_F1_s10_w1","1","48","1"
"1220","SIMCEPImages_P01_C1_F48_s10_w2","SIMCEPImages_A01_C1_F1_s10_w2","1","48","2"
"1221","SIMCEPImages_P01_C1_F48_s11_w1","SIMCEPImages_A01_C1_F1_s11_w1","1","48","1"
"1222","SIMCEPImages_P01_C1_F48_s11_w2","SIMCEPImages_A01_C1_F1_s11_w2","1","48","2"
"1223","SIMCEPImages_P01_C1_F48_s12_w1","SIMCEPImages_A01_C1_F1_s12_w1","1","48","1"
"1224","SIMCEPImages_P01_C1_F48_s12_w2","SIMCEPImages_A01_C1_F1_s12_w2","1","48","2"
"1225","SIMCEPImages_P01_C1_F48_s13_w1","SIMCEPImages_A01_C1_F1_s13_w1","1","48","1"
"1226","SIMCEPImages_P01_C1_F48_s13_w2","SIMCEPImages_A01_C1_F1_s13_w2","1","48","2"
"1227","SIMCEPImages_P01_C1_F48_s14_w1","SIMCEPImages_A01_C1_F1_s14_w1","1","48","1"
"1228","SIMCEPImages_P01_C1_F48_s14_w2","SIMCEPImages_A01_C1_F1_s14_w2","1","48","2"
"1229","SIMCEPImages_P01_C1_F48_s15_w1","SIMCEPImages_A01_C1_F1_s15_w1","1","48","1"
"1230","SIMCEPImages_P01_C1_F48_s15_w2","SIMCEPImages_A01_C1_F1_s15_w2","1","48","2"
"1231","SIMCEPImages_P01_C1_F48_s16_w1","SIMCEPImages_A01_C1_F1_s16_w1","1","48","1"
"1232","SIMCEPImages_P01_C1_F48_s16_w2","SIMCEPImages_A01_C1_F1_s16_w2","1","48","2"
"1233","SIMCEPImages_P01_C1_F48_s17_w1","SIMCEPImages_A01_C1_F1_s17_w1","1","48","1"
"1234","SIMCEPImages_P01_C1_F48_s17_w2","SIMCEPImages_A01_C1_F1_s17_w2","1","48","2"
"1235","SIMCEPImages_P01_C1_F48_s18_w1","SIMCEPImages_A01_C1_F1_s18_w1","1","48","1"
"1236","SIMCEPImages_P01_C1_F48_s18_w2","SIMCEPImages_A01_C1_F1_s18_w2","1","48","2"
"1237","SIMCEPImages_P01_C1_F48_s19_w1","SIMCEPImages_A01_C1_F1_s19_w1","1","48","1"
"1238","SIMCEPImages_P01_C1_F48_s19_w2","SIMCEPImages_A01_C1_F1_s19_w2","1","48","2"
"1239","SIMCEPImages_P01_C1_F48_s20_w1","SIMCEPImages_A01_C1_F1_s20_w1","1","48","1"
"1240","SIMCEPImages_P01_C1_F48_s20_w2","SIMCEPImages_A01_C1_F1_s20_w2","1","48","2"
"1241","SIMCEPImages_P01_C1_F48_s21_w1","SIMCEPImages_A01_C1_F1_s21_w1","1","48","1"
"1242","SIMCEPImages_P01_C1_F48_s21_w2","SIMCEPImages_A01_C1_F1_s21_w2","1","48","2"
"1243","SIMCEPImages_P01_C1_F48_s22_w1","SIMCEPImages_A01_C1_F1_s22_w1","1","48","1"
"1244","SIMCEPImages_P01_C1_F48_s22_w2","SIMCEPImages_A01_C1_F1_s22_w2","1","48","2"
"1245","SIMCEPImages_P01_C1_F48_s23_w1","SIMCEPImages_A01_C1_F1_s23_w1","1","48","1"
"1246","SIMCEPImages_P01_C1_F48_s23_w2","SIMCEPImages_A01_C1_F1_s23_w2","1","48","2"
"1247","SIMCEPImages_P01_C1_F48_s24_w1","SIMCEPImages_A01_C1_F1_s24_w1","1","48","1"
"1248","SIMCEPImages_P01_C1_F48_s24_w2","SIMCEPImages_A01_C1_F1_s24_w2","1","48","2"
"1249","SIMCEPImages_P01_C1_F48_s25_w1","SIMCEPImages_A01_C1_F1_s25_w1","1","48","1"
"1250","SIMCEPImages_P01_C1_F48_s25_w2","SIMCEPImages_A01_C1_F1_s25_w2","1","48","2"
"1251","SIMCEPImages_P02_C5_F48_s01_w1","SIMCEPImages_A02_C5_F1_s01_w1","5","48","1"
"1252","SIMCEPImages_P02_C5_F48_s01_w2","SIMCEPImages_A02_C5_F1_s01_w2","5","48","2"
"1253","SIMCEPImages_P02_C5_F48_s02_w1","SIMCEPImages_A02_C5_F1_s02_w1","5","48","1"
"1254","SIMCEPImages_P02_C5_F48_s02_w2","SIMCEPImages_A02_C5_F1_s02_w2","5","48","2"
"1255","SIMCEPImages_P02_C5_F48_s03_w1","SIMCEPImages_A02_C5_F1_s03_w1","5","48","1"
"1256","SIMCEPImages_P02_C5_F48_s03_w2","SIMCEPImages_A02_C5_F1_s03_w2","5","48","2"
"1257","SIMCEPImages_P02_C5_F48_s04_w1","SIMCEPImages_A02_C5_F1_s04_w1","5","48","1"
"1258","SIMCEPImages_P02_C5_F48_s04_w2","SIMCEPImages_A02_C5_F1_s04_w2","5","48","2"
"1259","SIMCEPImages_P02_C5_F48_s05_w1","SIMCEPImages_A02_C5_F1_s05_w1","5","48","1"
"1260","SIMCEPImages_P02_C5_F48_s05_w2","SIMCEPImages_A02_C5_F1_s05_w2","5","48","2"
"1261","SIMCEPImages_P02_C5_F48_s06_w1","SIMCEPImages_A02_C5_F1_s06_w1","5","48","1"
"1262","SIMCEPImages_P02_C5_F48_s06_w2","SIMCEPImages_A02_C5_F1_s06_w2","5","48","2"
"1263","SIMCEPImages_P02_C5_F48_s07_w1","SIMCEPImages_A02_C5_F1_s07_w1","5","48","1"
"1264","SIMCEPImages_P02_C5_F48_s07_w2","SIMCEPImages_A02_C5_F1_s07_w2","5","48","2"
"1265","SIMCEPImages_P02_C5_F48_s08_w1","SIMCEPImages_A02_C5_F1_s08_w1","5","48","1"
"1266","SIMCEPImages_P02_C5_F48_s08_w2","SIMCEPImages_A02_C5_F1_s08_w2","5","48","2"
"1267","SIMCEPImages_P02_C5_F48_s09_w1","SIMCEPImages_A02_C5_F1_s09_w1","5","48","1"
"1268","SIMCEPImages_P02_C5_F48_s09_w2","SIMCEPImages_A02_C5_F1_s09_w2","5","48","2"
"1269","SIMCEPImages_P02_C5_F48_s10_w1","SIMCEPImages_A02_C5_F1_s10_w1","5","48","1"
"1270","SIMCEPImages_P02_C5_F48_s10_w2","SIMCEPImages_A02_C5_F1_s10_w2","5","48","2"
"1271","SIMCEPImages_P02_C5_F48_s11_w1","SIMCEPImages_A02_C5_F1_s11_w1","5","48","1"
"1272","SIMCEPImages_P02_C5_F48_s11_w2","SIMCEPImages_A02_C5_F1_s11_w2","5","48","2"
"1273","SIMCEPImages_P02_C5_F48_s12_w1","SIMCEPImages_A02_C5_F1_s12_w1","5","48","1"
"1274","SIMCEPImages_P02_C5_F48_s12_w2","SIMCEPImages_A02_C5_F1_s12_w2","5","48","2"
"1275","SIMCEPImages_P02_C5_F48_s13_w1","SIMCEPImages_A02_C5_F1_s13_w1","5","48","1"
"1276","SIMCEPImages_P02_C5_F48_s13_w2","SIMCEPImages_A02_C5_F1_s13_w2","5","48","2"
"1277","SIMCEPImages_P02_C5_F48_s14_w1","SIMCEPImages_A02_C5_F1_s14_w1","5","48","1"
"1278","SIMCEPImages_P02_C5_F48_s14_w2","SIMCEPImages_A02_C5_F1_s14_w2","5","48","2"
"1279","SIMCEPImages_P02_C5_F48_s15_w1","SIMCEPImages_A02_C5_F1_s15_w1","5","48","1"
"1280","SIMCEPImages_P02_C5_F48_s15_w2","SIMCEPImages_A02_C5_F1_s15_w2","5","48","2"
"1281","SIMCEPImages_P02_C5_F48_s16_w1","SIMCEPImages_A02_C5_F1_s16_w1","5","48","1"
"1282","SIMCEPImages_P02_C5_F48_s16_w2","SIMCEPImages_A02_C5_F1_s16_w2","5","48","2"
"1283","SIMCEPImages_P02_C5_F48_s17_w1","SIMCEPImages_A02_C5_F1_s17_w1","5","48","1"
"1284","SIMCEPImages_P02_C5_F48_s17_w2","SIMCEPImages_A02_C5_F1_s17_w2","5","48","2"
"1285","SIMCEPImages_P02_C5_F48_s18_w1","SIMCEPImages_A02_C5_F1_s18_w1","5","48","1"
"1286","SIMCEPImages_P02_C5_F48_s18_w2","SIMCEPImages_A02_C5_F1_s18_w2","5","48","2"
"1287","SIMCEPImages_P02_C5_F48_s19_w1","SIMCEPImages_A02_C5_F1_s19_w1","5","48","1"
"1288","SIMCEPImages_P02_C5_F48_s19_w2","SIMCEPImages_A02_C5_F1_s19_w2","5","48","2"
"1289","SIMCEPImages_P02_C5_F48_s20_w1","SIMCEPImages_A02_C5_F1_s20_w1","5","48","1"
"1290","SIMCEPImages_P02_C5_F48_s20_w2","SIMCEPImages_A02_C5_F1_s20_w2","5","48","2"
"1291","SIMCEPImages_P02_C5_F48_s21_w1","SIMCEPImages_A02_C5_F1_s21_w1","5","48","1"
"1292","SIMCEPImages_P02_C5_F48_s21_w2","SIMCEPImages_A02_C5_F1_s21_w2","5","48","2"
"1293","SIMCEPImages_P02_C5_F48_s22_w1","SIMCEPImages_A02_C5_F1_s22_w1","5","48","1"
"1294","SIMCEPImages_P02_C5_F48_s22_w2","SIMCEPImages_A02_C5_F1_s22_w2","5","48","2"
"1295","SIMCEPImages_P02_C5_F48_s23_w1","SIMCEPImages_A02_C5_F1_s23_w1","5","48","1"
"1296","SIMCEPImages_P02_C5_F48_s23_w2","SIMCEPImages_A02_C5_F1_s23_w2","5","48","2"
"1297","SIMCEPImages_P02_C5_F48_s24_w1","SIMCEPImages_A02_C5_F1_s24_w1","5","48","1"
"1298","SIMCEPImages_P02_C5_F48_s24_w2","SIMCEPImages_A02_C5_F1_s24_w2","5","48","2"
"1299","SIMCEPImages_P02_C5_F48_s25_w1","SIMCEPImages_A02_C5_F1_s25_w1","5","48","1"
"1300","SIMCEPImages_P02_C5_F48_s25_w2","SIMCEPImages_A02_C5_F1_s25_w2","5","48","2"
"1301","SIMCEPImages_P03_C10_F48_s01_w1","SIMCEPImages_A03_C10_F1_s01_w1","10","48","1"
"1302","SIMCEPImages_P03_C10_F48_s01_w2","SIMCEPImages_A03_C10_F1_s01_w2","10","48","2"
"1303","SIMCEPImages_P03_C10_F48_s02_w1","SIMCEPImages_A03_C10_F1_s02_w1","10","48","1"
"1304","SIMCEPImages_P03_C10_F48_s02_w2","SIMCEPImages_A03_C10_F1_s02_w2","10","48","2"
"1305","SIMCEPImages_P03_C10_F48_s03_w1","SIMCEPImages_A03_C10_F1_s03_w1","10","48","1"
"1306","SIMCEPImages_P03_C10_F48_s03_w2","SIMCEPImages_A03_C10_F1_s03_w2","10","48","2"
"1307","SIMCEPImages_P03_C10_F48_s04_w1","SIMCEPImages_A03_C10_F1_s04_w1","10","48","1"
"1308","SIMCEPImages_P03_C10_F48_s04_w2","SIMCEPImages_A03_C10_F1_s04_w2","10","48","2"
"1309","SIMCEPImages_P03_C10_F48_s05_w1","SIMCEPImages_A03_C10_F1_s05_w1","10","48","1"
"1310","SIMCEPImages_P03_C10_F48_s05_w2","SIMCEPImages_A03_C10_F1_s05_w2","10","48","2"
"1311","SIMCEPImages_P03_C10_F48_s06_w1","SIMCEPImages_A03_C10_F1_s06_w1","10","48","1"
"1312","SIMCEPImages_P03_C10_F48_s06_w2","SIMCEPImages_A03_C10_F1_s06_w2","10","48","2"
"1313","SIMCEPImages_P03_C10_F48_s07_w1","SIMCEPImages_A03_C10_F1_s07_w1","10","48","1"
"1314","SIMCEPImages_P03_C10_F48_s07_w2","SIMCEPImages_A03_C10_F1_s07_w2","10","48","2"
"1315","SIMCEPImages_P03_C10_F48_s08_w1","SIMCEPImages_A03_C10_F1_s08_w1","10","48","1"
"1316","SIMCEPImages_P03_C10_F48_s08_w2","SIMCEPImages_A03_C10_F1_s08_w2","10","48","2"
"1317","SIMCEPImages_P03_C10_F48_s09_w1","SIMCEPImages_A03_C10_F1_s09_w1","10","48","1"
"1318","SIMCEPImages_P03_C10_F48_s09_w2","SIMCEPImages_A03_C10_F1_s09_w2","10","48","2"
"1319","SIMCEPImages_P03_C10_F48_s10_w1","SIMCEPImages_A03_C10_F1_s10_w1","10","48","1"
"1320","SIMCEPImages_P03_C10_F48_s10_w2","SIMCEPImages_A03_C10_F1_s10_w2","10","48","2"
"1321","SIMCEPImages_P03_C10_F48_s11_w1","SIMCEPImages_A03_C10_F1_s11_w1","10","48","1"
"1322","SIMCEPImages_P03_C10_F48_s11_w2","SIMCEPImages_A03_C10_F1_s11_w2","10","48","2"
"1323","SIMCEPImages_P03_C10_F48_s12_w1","SIMCEPImages_A03_C10_F1_s12_w1","10","48","1"
"1324","SIMCEPImages_P03_C10_F48_s12_w2","SIMCEPImages_A03_C10_F1_s12_w2","10","48","2"
"1325","SIMCEPImages_P03_C10_F48_s13_w1","SIMCEPImages_A03_C10_F1_s13_w1","10","48","1"
"1326","SIMCEPImages_P03_C10_F48_s13_w2","SIMCEPImages_A03_C10_F1_s13_w2","10","48","2"
"1327","SIMCEPImages_P03_C10_F48_s14_w1","SIMCEPImages_A03_C10_F1_s14_w1","10","48","1"
"1328","SIMCEPImages_P03_C10_F48_s14_w2","SIMCEPImages_A03_C10_F1_s14_w2","10","48","2"
"1329","SIMCEPImages_P03_C10_F48_s15_w1","SIMCEPImages_A03_C10_F1_s15_w1","10","48","1"
"1330","SIMCEPImages_P03_C10_F48_s15_w2","SIMCEPImages_A03_C10_F1_s15_w2","10","48","2"
"1331","SIMCEPImages_P03_C10_F48_s16_w1","SIMCEPImages_A03_C10_F1_s16_w1","10","48","1"
"1332","SIMCEPImages_P03_C10_F48_s16_w2","SIMCEPImages_A03_C10_F1_s16_w2","10","48","2"
"1333","SIMCEPImages_P03_C10_F48_s17_w1","SIMCEPImages_A03_C10_F1_s17_w1","10","48","1"
"1334","SIMCEPImages_P03_C10_F48_s17_w2","SIMCEPImages_A03_C10_F1_s17_w2","10","48","2"
"1335","SIMCEPImages_P03_C10_F48_s18_w1","SIMCEPImages_A03_C10_F1_s18_w1","10","48","1"
"1336","SIMCEPImages_P03_C10_F48_s18_w2","SIMCEPImages_A03_C10_F1_s18_w2","10","48","2"
"1337","SIMCEPImages_P03_C10_F48_s19_w1","SIMCEPImages_A03_C10_F1_s19_w1","10","48","1"
"1338","SIMCEPImages_P03_C10_F48_s19_w2","SIMCEPImages_A03_C10_F1_s19_w2","10","48","2"
"1339","SIMCEPImages_P03_C10_F48_s20_w1","SIMCEPImages_A03_C10_F1_s20_w1","10","48","1"
"1340","SIMCEPImages_P03_C10_F48_s20_w2","SIMCEPImages_A03_C10_F1_s20_w2","10","48","2"
"1341","SIMCEPImages_P03_C10_F48_s21_w1","SIMCEPImages_A03_C10_F1_s21_w1","10","48","1"
"1342","SIMCEPImages_P03_C10_F48_s21_w2","SIMCEPImages_A03_C10_F1_s21_w2","10","48","2"
"1343","SIMCEPImages_P03_C10_F48_s22_w1","SIMCEPImages_A03_C10_F1_s22_w1","10","48","1"
"1344","SIMCEPImages_P03_C10_F48_s22_w2","SIMCEPImages_A03_C10_F1_s22_w2","10","48","2"
"1345","SIMCEPImages_P03_C10_F48_s23_w1","SIMCEPImages_A03_C10_F1_s23_w1","10","48","1"
"1346","SIMCEPImages_P03_C10_F48_s23_w2","SIMCEPImages_A03_C10_F1_s23_w2","10","48","2"
"1347","SIMCEPImages_P03_C10_F48_s24_w1","SIMCEPImages_A03_C10_F1_s24_w1","10","48","1"
"1348","SIMCEPImages_P03_C10_F48_s24_w2","SIMCEPImages_A03_C10_F1_s24_w2","10","48","2"
"1349","SIMCEPImages_P03_C10_F48_s25_w1","SIMCEPImages_A03_C10_F1_s25_w1","10","48","1"
"1350","SIMCEPImages_P03_C10_F48_s25_w2","SIMCEPImages_A03_C10_F1_s25_w2","10","48","2"
"1351","SIMCEPImages_P04_C14_F48_s01_w1","SIMCEPImages_A04_C14_F1_s01_w1","14","48","1"
"1352","SIMCEPImages_P04_C14_F48_s01_w2","SIMCEPImages_A04_C14_F1_s01_w2","14","48","2"
"1353","SIMCEPImages_P04_C14_F48_s02_w1","SIMCEPImages_A04_C14_F1_s02_w1","14","48","1"
"1354","SIMCEPImages_P04_C14_F48_s02_w2","SIMCEPImages_A04_C14_F1_s02_w2","14","48","2"
"1355","SIMCEPImages_P04_C14_F48_s03_w1","SIMCEPImages_A04_C14_F1_s03_w1","14","48","1"
"1356","SIMCEPImages_P04_C14_F48_s03_w2","SIMCEPImages_A04_C14_F1_s03_w2","14","48","2"
"1357","SIMCEPImages_P04_C14_F48_s04_w1","SIMCEPImages_A04_C14_F1_s04_w1","14","48","1"
"1358","SIMCEPImages_P04_C14_F48_s04_w2","SIMCEPImages_A04_C14_F1_s04_w2","14","48","2"
"1359","SIMCEPImages_P04_C14_F48_s05_w1","SIMCEPImages_A04_C14_F1_s05_w1","14","48","1"
"1360","SIMCEPImages_P04_C14_F48_s05_w2","SIMCEPImages_A04_C14_F1_s05_w2","14","48","2"
"1361","SIMCEPImages_P04_C14_F48_s06_w1","SIMCEPImages_A04_C14_F1_s06_w1","14","48","1"
"1362","SIMCEPImages_P04_C14_F48_s06_w2","SIMCEPImages_A04_C14_F1_s06_w2","14","48","2"
"1363","SIMCEPImages_P04_C14_F48_s07_w1","SIMCEPImages_A04_C14_F1_s07_w1","14","48","1"
"1364","SIMCEPImages_P04_C14_F48_s07_w2","SIMCEPImages_A04_C14_F1_s07_w2","14","48","2"
"1365","SIMCEPImages_P04_C14_F48_s08_w1","SIMCEPImages_A04_C14_F1_s08_w1","14","48","1"
"1366","SIMCEPImages_P04_C14_F48_s08_w2","SIMCEPImages_A04_C14_F1_s08_w2","14","48","2"
"1367","SIMCEPImages_P04_C14_F48_s09_w1","SIMCEPImages_A04_C14_F1_s09_w1","14","48","1"
"1368","SIMCEPImages_P04_C14_F48_s09_w2","SIMCEPImages_A04_C14_F1_s09_w2","14","48","2"
"1369","SIMCEPImages_P04_C14_F48_s10_w1","SIMCEPImages_A04_C14_F1_s10_w1","14","48","1"
"1370","SIMCEPImages_P04_C14_F48_s10_w2","SIMCEPImages_A04_C14_F1_s10_w2","14","48","2"
"1371","SIMCEPImages_P04_C14_F48_s11_w1","SIMCEPImages_A04_C14_F1_s11_w1","14","48","1"
"1372","SIMCEPImages_P04_C14_F48_s11_w2","SIMCEPImages_A04_C14_F1_s11_w2","14","48","2"
"1373","SIMCEPImages_P04_C14_F48_s12_w1","SIMCEPImages_A04_C14_F1_s12_w1","14","48","1"
"1374","SIMCEPImages_P04_C14_F48_s12_w2","SIMCEPImages_A04_C14_F1_s12_w2","14","48","2"
"1375","SIMCEPImages_P04_C14_F48_s13_w1","SIMCEPImages_A04_C14_F1_s13_w1","14","48","1"
"1376","SIMCEPImages_P04_C14_F48_s13_w2","SIMCEPImages_A04_C14_F1_s13_w2","14","48","2"
"1377","SIMCEPImages_P04_C14_F48_s14_w1","SIMCEPImages_A04_C14_F1_s14_w1","14","48","1"
"1378","SIMCEPImages_P04_C14_F48_s14_w2","SIMCEPImages_A04_C14_F1_s14_w2","14","48","2"
"1379","SIMCEPImages_P04_C14_F48_s15_w1","SIMCEPImages_A04_C14_F1_s15_w1","14","48","1"
"1380","SIMCEPImages_P04_C14_F48_s15_w2","SIMCEPImages_A04_C14_F1_s15_w2","14","48","2"
"1381","SIMCEPImages_P04_C14_F48_s16_w1","SIMCEPImages_A04_C14_F1_s16_w1","14","48","1"
"1382","SIMCEPImages_P04_C14_F48_s16_w2","SIMCEPImages_A04_C14_F1_s16_w2","14","48","2"
"1383","SIMCEPImages_P04_C14_F48_s17_w1","SIMCEPImages_A04_C14_F1_s17_w1","14","48","1"
"1384","SIMCEPImages_P04_C14_F48_s17_w2","SIMCEPImages_A04_C14_F1_s17_w2","14","48","2"
"1385","SIMCEPImages_P04_C14_F48_s18_w1","SIMCEPImages_A04_C14_F1_s18_w1","14","48","1"
"1386","SIMCEPImages_P04_C14_F48_s18_w2","SIMCEPImages_A04_C14_F1_s18_w2","14","48","2"
"1387","SIMCEPImages_P04_C14_F48_s19_w1","SIMCEPImages_A04_C14_F1_s19_w1","14","48","1"
"1388","SIMCEPImages_P04_C14_F48_s19_w2","SIMCEPImages_A04_C14_F1_s19_w2","14","48","2"
"1389","SIMCEPImages_P04_C14_F48_s20_w1","SIMCEPImages_A04_C14_F1_s20_w1","14","48","1"
"1390","SIMCEPImages_P04_C14_F48_s20_w2","SIMCEPImages_A04_C14_F1_s20_w2","14","48","2"
"1391","SIMCEPImages_P04_C14_F48_s21_w1","SIMCEPImages_A04_C14_F1_s21_w1","14","48","1"
"1392","SIMCEPImages_P04_C14_F48_s21_w2","SIMCEPImages_A04_C14_F1_s21_w2","14","48","2"
"1393","SIMCEPImages_P04_C14_F48_s22_w1","SIMCEPImages_A04_C14_F1_s22_w1","14","48","1"
"1394","SIMCEPImages_P04_C14_F48_s22_w2","SIMCEPImages_A04_C14_F1_s22_w2","14","48","2"
"1395","SIMCEPImages_P04_C14_F48_s23_w1","SIMCEPImages_A04_C14_F1_s23_w1","14","48","1"
"1396","SIMCEPImages_P04_C14_F48_s23_w2","SIMCEPImages_A04_C14_F1_s23_w2","14","48","2"
"1397","SIMCEPImages_P04_C14_F48_s24_w1","SIMCEPImages_A04_C14_F1_s24_w1","14","48","1"
"1398","SIMCEPImages_P04_C14_F48_s24_w2","SIMCEPImages_A04_C14_F1_s24_w2","14","48","2"
"1399","SIMCEPImages_P04_C14_F48_s25_w1","SIMCEPImages_A04_C14_F1_s25_w1","14","48","1"
"1400","SIMCEPImages_P04_C14_F48_s25_w2","SIMCEPImages_A04_C14_F1_s25_w2","14","48","2"
"1401","SIMCEPImages_P05_C18_F48_s01_w1","SIMCEPImages_A05_C18_F1_s01_w1","18","48","1"
"1402","SIMCEPImages_P05_C18_F48_s01_w2","SIMCEPImages_A05_C18_F1_s01_w2","18","48","2"
"1403","SIMCEPImages_P05_C18_F48_s02_w1","SIMCEPImages_A05_C18_F1_s02_w1","18","48","1"
"1404","SIMCEPImages_P05_C18_F48_s02_w2","SIMCEPImages_A05_C18_F1_s02_w2","18","48","2"
"1405","SIMCEPImages_P05_C18_F48_s03_w1","SIMCEPImages_A05_C18_F1_s03_w1","18","48","1"
"1406","SIMCEPImages_P05_C18_F48_s03_w2","SIMCEPImages_A05_C18_F1_s03_w2","18","48","2"
"1407","SIMCEPImages_P05_C18_F48_s04_w1","SIMCEPImages_A05_C18_F1_s04_w1","18","48","1"
"1408","SIMCEPImages_P05_C18_F48_s04_w2","SIMCEPImages_A05_C18_F1_s04_w2","18","48","2"
"1409","SIMCEPImages_P05_C18_F48_s05_w1","SIMCEPImages_A05_C18_F1_s05_w1","18","48","1"
"1410","SIMCEPImages_P05_C18_F48_s05_w2","SIMCEPImages_A05_C18_F1_s05_w2","18","48","2"
"1411","SIMCEPImages_P05_C18_F48_s06_w1","SIMCEPImages_A05_C18_F1_s06_w1","18","48","1"
"1412","SIMCEPImages_P05_C18_F48_s06_w2","SIMCEPImages_A05_C18_F1_s06_w2","18","48","2"
"1413","SIMCEPImages_P05_C18_F48_s07_w1","SIMCEPImages_A05_C18_F1_s07_w1","18","48","1"
"1414","SIMCEPImages_P05_C18_F48_s07_w2","SIMCEPImages_A05_C18_F1_s07_w2","18","48","2"
"1415","SIMCEPImages_P05_C18_F48_s08_w1","SIMCEPImages_A05_C18_F1_s08_w1","18","48","1"
"1416","SIMCEPImages_P05_C18_F48_s08_w2","SIMCEPImages_A05_C18_F1_s08_w2","18","48","2"
"1417","SIMCEPImages_P05_C18_F48_s09_w1","SIMCEPImages_A05_C18_F1_s09_w1","18","48","1"
"1418","SIMCEPImages_P05_C18_F48_s09_w2","SIMCEPImages_A05_C18_F1_s09_w2","18","48","2"
"1419","SIMCEPImages_P05_C18_F48_s10_w1","SIMCEPImages_A05_C18_F1_s10_w1","18","48","1"
"1420","SIMCEPImages_P05_C18_F48_s10_w2","SIMCEPImages_A05_C18_F1_s10_w2","18","48","2"
"1421","SIMCEPImages_P05_C18_F48_s11_w1","SIMCEPImages_A05_C18_F1_s11_w1","18","48","1"
"1422","SIMCEPImages_P05_C18_F48_s11_w2","SIMCEPImages_A05_C18_F1_s11_w2","18","48","2"
"1423","SIMCEPImages_P05_C18_F48_s12_w1","SIMCEPImages_A05_C18_F1_s12_w1","18","48","1"
"1424","SIMCEPImages_P05_C18_F48_s12_w2","SIMCEPImages_A05_C18_F1_s12_w2","18","48","2"
"1425","SIMCEPImages_P05_C18_F48_s13_w1","SIMCEPImages_A05_C18_F1_s13_w1","18","48","1"
"1426","SIMCEPImages_P05_C18_F48_s13_w2","SIMCEPImages_A05_C18_F1_s13_w2","18","48","2"
"1427","SIMCEPImages_P05_C18_F48_s14_w1","SIMCEPImages_A05_C18_F1_s14_w1","18","48","1"
"1428","SIMCEPImages_P05_C18_F48_s14_w2","SIMCEPImages_A05_C18_F1_s14_w2","18","48","2"
"1429","SIMCEPImages_P05_C18_F48_s15_w1","SIMCEPImages_A05_C18_F1_s15_w1","18","48","1"
"1430","SIMCEPImages_P05_C18_F48_s15_w2","SIMCEPImages_A05_C18_F1_s15_w2","18","48","2"
"1431","SIMCEPImages_P05_C18_F48_s16_w1","SIMCEPImages_A05_C18_F1_s16_w1","18","48","1"
"1432","SIMCEPImages_P05_C18_F48_s16_w2","SIMCEPImages_A05_C18_F1_s16_w2","18","48","2"
"1433","SIMCEPImages_P05_C18_F48_s17_w1","SIMCEPImages_A05_C18_F1_s17_w1","18","48","1"
"1434","SIMCEPImages_P05_C18_F48_s17_w2","SIMCEPImages_A05_C18_F1_s17_w2","18","48","2"
